F/S/C,A-L,,,mm/dd/yyyy,mm/dd/yyyy,mm/dd/yyyy,Initials,"Dry masses (g), to 0.1",,,,,,,
F,D,2024,313,11/8/2024,5/1/2025,5/5/2025,AES,11.8,18.6,12.8,3.5,NA,0.1,1.3,
F,E,2024,313,11/8/2024,5/1/2025,5/5/2025,AES,8.6,17.1,11.3,2.9,NA,1.1,1.4,
F,F,2024,313,11/8/2024,5/1/2025,5/5/2025,AES,7.1,15.1,13.3,3.3,NA,0.0,1.5,
F,G,2024,313,11/8/2024,5/1/2025,5/5/2025,AES,3.7,8.3,17.6,16.4,NA,0.0,1.0,
F,H,2024,313,11/8/2024,5/1/2025,5/5/2025,AES,12.9,9.5,10.5,3.8,NA,0.6,0.9,
F,I,2024,313,11/8/2024,5/1/2025,5/5/2025,AES,3.1,13.7,23.6,7.5,NA,,,woody and repro not filled in; was there sample??
F,J,2024,313,11/8/2024,5/1/2025,5/5/2025,AES,6.5,16.2,21.1,9.7,NA,44.0,1.2,
F,K,2024,313,11/8/2024,5/1/2025,5/5/2025,AES,4.8,13.9,23.3,4.1,NA,0.0,1.2,
F,L,2024,313,11/8/2024,5/1/2025,5/5/2025,AES,4.3,14.3,13.9,3.6,NA,0.0,1.1,
C,A,2024,338,12/3/2024,5/1/2025,5/8/2025,AES,1.1,1.3,10.8,16.4,NA,1.0,2.1,
C,B,2024,338,12/3/2024,5/1/2025,5/8/2025,AES,0.4,1.2,14.3,26.6,NA,1.1,2.1,
C,C,2024,338,12/3/2024,5/1/2025,5/8/2025,AES,0.1,1.2,13.0,23.7,NA,2.2,1.3,
C,D,2024,338,12/3/2024,5/1/2025,5/8/2025,AES,0.1,0.4,9.0,22.7,NA,1.4,0.9,
C,E,2024,338,12/3/2024,5/1/2025,5/8/2025,AES,0.0,0.6,7.8,26.9,NA,1.9,1.6,
C,F,2024,338,12/3/2024,5/1/2025,5/8/2025,AES,0.2,0.8,6.0,31.0,NA,4.8,1.5,
C,G,2024,338,12/3/2024,5/1/2025,5/8/2025,AES,0.0,1.1,4.5,15.3,NA,1.4,2.0,
C,H,2024,338,12/3/2024,5/1/2025,5/8/2025,AES,0.1,1.7,4.0,18.5,NA,0.4,1.9,
C,I,2024,338,12/3/2024,5/1/2025,5/8/2025,AES,0.1,0.4,10.7,25.4,NA,1.2,2.6,
C,J,2024,338,12/3/2024,5/1/2025,5/8/2025,AES,0.3,0.6,5.8,23.2,NA,2.6,1.4,
C,K,2024,338,12/3/2024,5/1/2025,5/8/2025,AES,0.5,1.3,10.3,14.3,NA,50.4,2.2,
C,L,2024,338,12/3/2024,5/1/2025,5/8/2025,AES,0.9,1.6,11.0,16.2,NA,0.2,2.1,
S,A,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,2.3,0.2,4.0,5.6,NA,0.1,6.6,
S,B,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,2.6,1.2,2.9,2.0,NA,0.0,6.8,
S,C,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,0.9,0.2,3.7,4.9,NA,0.2,6.5,
S,D,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,0.7,1.3,3.9,9.2,NA,0.1,5.8,
S,E,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,0.5,0.8,3.2,9.8,NA,0.4,5.5,
S,F,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,1.7,0.8,4.3,7.3,NA,0.6,5.3,
S,G,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,1.2,0.2,7.2,6.2,NA,32.0,5.5,
S,H,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,0.6,0.8,6.0,7.5,NA,10.2,4.2,
S,I,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,0.7,2.9,3.2,5.8,NA,2.1,4.9,
S,J,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,0.6,0.3,4.2,4.6,NA,7.2,5.7,
S,K,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,1.9,0.2,4.7,3.5,NA,0.0,8.9,
S,L,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,2.4,0.4,4.0,3.5,NA,1.8,6.6,
F,A,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,7.7,7.7,11.1,8.0,NA,0.1,6.6,
F,B,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,11.0,4.4,12.0,4.3,NA,10.6,7.4,
F,C,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,7.8,5.5,10.3,4.1,NA,0.0,8.4,
F,D,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,6.7,5.8,9.5,4.7,NA,0.1,6.7,
F,E,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,8.0,4.0,14.5,2.4,NA,0.0,7.0,
F,F,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,5.2,2.9,14.3,6.2,NA,0.3,9.0,
F,G,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,2.9,2.3,19.4,9.5,NA,0.0,9.6,
F,H,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,6.0,2.9,16.4,5.2,NA,0.1,7.1,
F,I,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,1.9,3.4,11.4,5.2,NA,0.1,9.4,
F,J,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,3.1,5.9,16.1,1.9,NA,2.4,8.5,
F,K,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,4.4,3.6,15.9,3.4,NA,0.1,9.7,
F,L,2024,338,12/3/2024,5/6/2025,5/8/2025,AES,5.2,5.2,16.8,3.6,NA,0.0,9.0,
C,A,,,,,,,,,,,NA,,,
C,B,,,,,,,,,,,NA,,,
C,C,,,,,,,,,,,NA,,,
C,D,,,,,,,,,,,NA,,,
C,E,,,,,,,,,,,NA,,,
C,F,,,,,,,,,,,NA,,,
C,G,,,,,,,,,,,NA,,,
C,H,,,,,,,,,,,NA,,,
C,I,,,,,,,,,,,NA,,,
C,J,,,,,,,,,,,NA,,,
C,K,,,,,,,,,,,NA,,,
C,L,,,,,,,,,,,NA,,,
S,A,,,,,,,,,,,NA,,,
S,B,,,,,,,,,,,NA,,,
S,C,,,,,,,,,,,NA,,,
S,D,,,,,,,,,,,NA,,,
S,E,,,,,,,,,,,NA,,,
S,F,,,,,,,,,,,NA,,,
S,G,,,,,,,,,,,NA,,,
S,H,,,,,,,,,,,NA,,,
S,I,,,,,,,,,,,NA,,,
S,J,,,,,,,,,,,NA,,,
S,K,,,,,,,,,,,NA,,,
S,L,,,,,,,,,,,NA,,,
F,A,,,,,,,,,,,NA,,,
F,B,,,,,,,,,,,NA,,,
F,C,,,,,,,,,,,NA,,,
F,D,,,,,,,,,,,NA,,,
F,E,,,,,,,,,,,NA,,,
F,F,,,,,,,,,,,NA,,,
F,G,,,,,,,,,,,NA,,,
F,H,,,,,,,,,,,NA,,,
F,I,,,,,,,,,,,NA,,,
F,J,,,,,,,,,,,NA,,,
F,K,,,,,,,,,,,NA,,,
F,L,,,,,,,,,,,NA,,,
