F/S/C,A-L,,,mm/dd/yyyy,mm/dd/yyyy,mm/dd/yyyy,Initials,"Dry masses (g), to 0.1",,,,,,,
S,J,2020,282,10/8/2020,9/30/2021,10/21/2021,AES,0.7,10.7,1.2,3.3,NA,0.0,0.0,
S,K,2020,282,10/8/2020,9/30/2021,10/21/2021,AES,0.9,12.1,1.9,2.2,NA,0.0,0.1,
S,L,2020,282,10/8/2020,9/30/2021,10/21/2021,AES,0.9,11.1,1.9,10.5,NA,0.0,0.0,
C,A,2020,282,10/8/2020,9/30/2021,10/21/2021,AES,3.8,4.2,1.3,8.5,NA,0.0,0.0,
C,B,2020,282,10/8/2020,9/30/2021,10/21/2021,AES,8.3,4.4,2.0,22.1,NA,2.8,0.0,
C,C,2020,282,10/8/2020,9/30/2021,10/21/2021,AES,2.1,3.8,4.8,4.3,NA,0.5,0.6,
C,D,2020,282,10/8/2020,9/30/2021,10/21/2021,AES,4.1,3.8,3.8,1.8,NA,0.3,0.2,
C,E,2020,282,10/8/2020,9/30/2021,10/21/2021,AES,0.8,2.7,2.1,8.7,NA,0.0,0.0,
C,F,2020,282,10/8/2020,9/30/2021,10/21/2021,AES,0.1,3.9,3.1,4.2,NA,0.0,6.0,
C,G,2020,282,10/8/2020,9/30/2021,10/21/2021,AES,0.7,1.9,4.8,4.5,NA,0.1,0.0,
C,H,2020,282,10/8/2020,9/30/2021,10/21/2021,AES,0.4,1.8,4.2,3.6,NA,7.4,0.0,
C,I,2020,282,10/8/2020,9/30/2021,10/21/2021,AES,4.2,7.4,2.3,3.8,NA,0.1,0.0,
C,J,2020,282,10/8/2020,9/30/2021,10/21/2021,AES,0.9,1.2,2.6,3.1,NA,1.1,0.2,
C,K,2020,282,10/8/2020,9/30/2021,10/21/2021,AES,8.1,4.0,2.0,2.1,NA,0.0,0.3,
C,L,2020,282,10/8/2020,9/30/2021,10/21/2021,AES,4.4,3.7,4.6,5.5,NA,0.0,0.0,
S,A,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,2.63,19.63,1.3,3.18,NA,0,0.04,
S,B,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,1.96,27.23,0.9,1.97,NA,0,0,
S,C,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,0.84,25.34,0.33,3.03,NA,0,0.15,
S,D,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,0.31,18.28,0.43,2.49,NA,0,0.01,
S,E,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,0.37,24.67,2.08,0.43,NA,0,0.07,
S,F,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,1.39,26.96,1.55,2.74,NA,0.71,0.77,
S,G,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,0.14,20.75,0.48,0.17,NA,0.32,0.21,
S,H,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,0,24.59,1.18,7.69,NA,0.13,0.01,
S,I,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,0.51,170.33,0.65,0.69,NA,10.32,3.05,
S,J,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,0.72,23.34,2.18,3.72,NA,0,0.11,
S,K,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,1.41,23.55,1.86,4.51,NA,0,0,
S,L,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,1.92,19.46,0,10.42,NA,0,0,
F,A,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,0.3,15.9,1.1,1.2,NA,1.2,0.4,
F,B,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,0.1,20.4,1.3,1.4,NA,0.1,0.0,
F,C,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,0.2,14.2,0.6,1.7,NA,0.0,0.2,
F,D,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,0.2,22.6,0.1,1.5,NA,0.0,0.1,
F,E,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,0.6,13.2,1.0,1.0,NA,0.1,0.0,
F,F,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,0.6,17.6,1.1,4.9,NA,0.3,0.1,
F,G,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,0.9,12.4,2.9,6.8,NA,0.0,0.2,
F,H,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,1.1,9.6,1.1,10.0,NA,1.2,0.3,
F,I,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,4.2,18.2,0.7,1.3,NA,0.0,0.0,
F,J,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,1.5,15.2,2.5,2.9,NA,0.0,0.1,
F,K,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,0.2,23.5,3.0,1.8,NA,0.1,0.1,
F,L,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,0.5,16.3,2.1,1.1,NA,0.0,0.1,
C,A,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,1.7,6.8,2.3,8.7,NA,0.1,0.0,
C,B,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,5.7,9.0,1.7,15.6,NA,0.0,0.2,
C,C,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,1.4,11.6,4.4,3.9,NA,0.0,2.1,
C,D,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,3.8,5.4,3.0,3.7,NA,0.0,0.4,
C,E,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,2.0,4.1,3.9,6.6,NA,0.1,0.0,
C,F,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,0.3,6.7,4.1,3.8,NA,1.3,0.5,
C,G,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,0.9,8.4,1.6,7.1,NA,0.5,0.0,
C,H,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,1.0,6.1,1.1,6.7,NA,0.0,0.0,
C,I,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,5.2,10.9,1.6,3.2,NA,0.0,0.0,
C,J,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,2.1,6.3,1.6,4.5,NA,0.0,0.0,
C,K,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,5.6,3.2,1.9,3.3,NA,0.1,0.0,
C,L,2020,293,10/19/2020,4/18/2023,12/12/2024,AES,3.3,5.3,2.1,5.1,NA,0.2,0.1,
F,A,2020,302,10/28/2020,10/28/2021,11/29/2021,EP,0.8,59.7,2.7,8.8,NA,0.7,0.5,
F,B,2020,302,10/28/2020,10/28/2021,11/29/2021,EP,1.7,68.9,4.3,0.1,NA,0.2,0.0,
F,C,2020,302,10/28/2020,10/28/2021,11/29/2021,EP,1.0,58.5,2.5,4.0,NA,0.4,1.6,
F,D,2020,302,10/28/2020,10/28/2021,11/29/2021,EP,2.0,78.1,1.7,2.7,NA,0.7,3.2,
F,E,2020,302,10/28/2020,10/28/2021,11/29/2021,EP,1.8,55.1,3.4,4.6,NA,0.9,0.0,
F,F,2020,302,10/28/2020,10/28/2021,11/29/2021,EP,0.3,78.1,2.4,4.1,NA,1.1,0.2,
F,G,2020,302,10/28/2020,10/28/2021,11/29/2021,EP,2.9,31.5,11.2,6.5,NA,18.2,0.0,
F,H,2020,302,10/28/2020,10/28/2021,11/29/2021,EP,5.8,34.0,6.4,16.1,NA,0.3,0.0,
F,I,2020,302,10/28/2020,10/28/2021,11/29/2021,EP,3.4,52.3,6.8,6.0,NA,0.3,0.2,
F,J,2020,302,10/28/2020,10/28/2021,11/29/2021,EP,6.3,72.4,6.3,7.4,NA,2.6,0.0,
F,K,2020,302,10/28/2020,10/28/2021,11/29/2021,EP,0.8,67.9,8.5,2.5,NA,0.1,0.1,
F,L,2020,302,10/28/2020,10/28/2021,11/29/2021,EP,0.7,59.6,3.6,1.7,NA,0.3,0.0,
S,A,2020,302,10/28/2020,10/27/2021,11/29/2021,EP,14.5,53.6,2.8,2.2,NA,0.9,0.0,
S,B,2020,302,10/28/2020,10/27/2021,11/29/2021,EP,32.0,82.5,1.9,1.2,NA,1.2,0.1,
S,C,2020,302,10/28/2020,10/27/2021,11/29/2021,EP,8.2,70.0,0.9,1.0,NA,0.5,0.4,
S,D,2020,302,10/28/2020,10/27/2021,11/29/2021,EP,2.6,58.4,1.6,3.7,NA,0.5,0.1,
S,E,2020,302,10/28/2020,10/27/2021,11/29/2021,EP,6.2,70.4,4.3,1.8,NA,0.3,0.0,
S,F,2020,302,10/28/2020,10/27/2021,11/29/2021,EP,6.3,74.4,3.2,0.4,NA,0.7,0.2,
S,G,2020,302,10/28/2020,10/27/2021,11/29/2021,EP,2.4,64.5,3.9,1.7,NA,0.7,0.1,
S,H,2020,302,10/28/2020,10/27/2021,11/29/2021,EP,0.4,46.8,6.5,4.7,NA,0.2,0.0,
S,I,2020,302,10/28/2020,10/27/2021,11/29/2021,EP,6.0,63.2,3.7,3.7,NA,0.2,0.0,
S,J,2020,302,10/28/2020,10/27/2021,11/29/2021,EP,2.4,71.7,3.8,1.3,NA,0.3,0.3,
S,K,2020,302,10/28/2020,10/27/2021,11/29/2021,EP,10.5,57.9,2.7,3.4,NA,0.1,0.0,
S,L,2020,302,10/28/2020,10/27/2021,11/29/2021,EP,15.1,24.6,3.7,5.6,NA,0.4,0.2,
C,A,2020,302,10/28/2020,11/4/2021,11/29/2021,EP,6.0,28.8,3.2,26.3,NA,14.8,0.0,
C,B,2020,302,10/28/2020,11/4/2021,11/29/2021,EP,14.8,42.8,10.1,17.8,NA,0.2,0.1,
C,C,2020,302,10/28/2020,11/4/2021,11/29/2021,EP,3.3,43.7,23.9,8.7,NA,0.3,0.0,
C,D,2020,302,10/28/2020,11/4/2021,11/29/2021,EP,7.0,29.8,20.6,5.4,NA,0.2,0.3,
C,E,2020,302,10/28/2020,11/4/2021,11/29/2021,EP,1.6,20.4,12.5,24.7,NA,2.0,0.0,
C,F,2020,302,10/28/2020,11/4/2021,11/29/2021,EP,0.4,35.9,18.3,13.0,NA,0.0,0.0,
C,G,2020,302,10/28/2020,11/4/2021,11/29/2021,EP,2.5,30.4,6.9,23.1,NA,1.6,0.1,
C,H,2020,302,10/28/2020,11/4/2021,11/29/2021,EP,4.0,16.1,8.6,29.2,NA,0.9,0.3,
C,I,2020,302,10/28/2020,11/4/2021,11/29/2021,EP,10.3,37.2,6.6,13.0,NA,0.0,0.1,
C,J,2020,302,10/28/2020,11/4/2021,11/29/2021,EP,17.0,22.0,3.1,11.0,NA,0.8,0.0,
C,K,2020,302,10/28/2020,11/4/2021,11/29/2021,EP,8.9,14.5,8.1,6.9,NA,0.2,0.0,
C,L,2020,302,10/28/2020,11/4/2021,11/29/2021,EP,13.7,9.1,7.2,23.6,NA,0.4,0.1,
F,A,2020,316,11/5/2020,9/2/2021,9/14/2021,AES,3.4,12.4,6.3,5.6,NA,0.0,6.1,
F,B,2020,316,11/5/2020,9/7/2021,9/14/2021,AES,3.6,15.9,9.0,6.2,NA,18.2,4.7,
F,C,2020,316,11/5/2020,9/7/2021,9/14/2021,AES,8.6,13.0,4.4,1.5,NA,1.5,7.7,
F,D,2020,316,11/5/2020,9/2/2021,9/14/2021,AES,6.4,15.0,6.9,3.6,NA,2.2,4.3,
F,E,2020,316,11/5/2020,9/2/2021,9/14/2021,AES,5.9,13.8,9.2,4.5,NA,0.3,5.3,
F,F,2020,316,11/5/2020,9/7/2021,9/14/2021,AES,3.6,14.8,6.1,2.2,NA,0.7,5.9,
F,G,2020,316,11/5/2020,9/7/2021,9/14/2021,AES,3.8,14.7,14.4,5.2,NA,4.7,6.4,
F,H,2020,316,11/5/2020,9/7/2021,9/14/2021,AES,2.4,7.4,18.2,8.0,NA,1.1,6.5,
F,I,2020,316,11/5/2020,9/2/2021,9/14/2021,AES,5.3,13.4,8.5,3.5,NA,2.5,5.5,
F,J,2020,316,11/5/2020,9/2/2021,9/14/2021,AES,5.3,9.3,12.7,0.5,NA,80.5,6.5,
F,K,2020,316,11/5/2020,9/7/2021,9/14/2021,AES,4.2,10.2,12.8,3.0,NA,0.7,5.8,
F,L,2020,316,11/5/2020,9/7/2021,10/21/2021,AES,5.2,11.4,7.4,3.1,NA,1.9,5.4,
S,A,2020,316,11/5/2020,9/22/2021,10/21/2021,AES,8.7,13.7,7.8,5.9,NA,3.7,3.8,
S,B,2020,316,11/5/2020,9/22/2021,10/21/2021,AES,11.8,16.4,14.4,2.9,NA,0.0,4.7,
S,C,2020,316,11/5/2020,9/22/2021,10/21/2021,AES,5.8,13.6,8.6,2.5,NA,0.1,4.6,
S,D,2020,316,11/5/2020,9/22/2021,10/21/2021,AES,4.8,20.3,14.1,5.5,NA,6.1,5.7,
S,E,2020,316,11/5/2020,9/22/2021,10/21/2021,AES,3.1,13.6,14.0,1.7,NA,1.1,4.8,
S,F,2020,316,11/5/2020,9/22/2021,10/21/2021,AES,7.5,12.4,17.6,4.2,NA,0.1,5.4,
S,G,2020,316,11/5/2020,9/22/2021,10/21/2021,AES,1.8,16.1,16.2,3.1,NA,0.0,5.0,
S,H,2020,316,11/5/2020,9/22/2021,10/21/2021,AES,0.4,5.9,20.2,4.0,NA,8.5,4.2,
S,I,2020,316,11/5/2020,9/22/2021,10/21/2021,AES,4.6,8.3,15.5,4.9,NA,0.5,5.4,
S,J,2020,316,11/5/2020,9/22/2021,10/21/2021,AES,3.0,9.0,16.9,4.5,NA,0.0,1.8,
S,K,2020,316,11/5/2020,9/22/2021,10/21/2021,AES,11.5,11.5,15.5,8.9,NA,0.3,4.4,
S,L,2020,316,11/5/2020,9/22/2021,10/21/2021,AES,9.3,7.1,13.0,11.1,NA,69.0,1.8,
C,A,2020,316,11/5/2020,9/29/2021,10/21/2021,AES,5.9,4.6,22.4,7.0,NA,4.3,1.3,
C,B,2020,316,11/5/2020,9/29/2021,10/21/2021,AES,3.2,6.0,16.7,12.7,NA,1.9,2.0,
C,C,2020,316,11/5/2020,9/29/2021,10/21/2021,AES,2.4,2.2,16.7,16.8,NA,4.0,0.9,
C,D,2020,316,11/5/2020,9/29/2021,10/21/2021,AES,2.2,4.4,21.7,9.6,NA,3.3,1.1,
C,E,2020,316,11/5/2020,9/29/2021,10/21/2021,AES,2.0,3.7,12.1,22.7,NA,7.5,1.0,
C,F,2020,316,11/5/2020,9/29/2021,10/21/2021,AES,0.8,7.5,7.0,26.0,NA,8.0,0.7,
C,G,2020,316,11/5/2020,9/29/2021,10/21/2021,AES,0.3,3.7,2.3,17.7,NA,3.2,0.4,
C,H,2020,316,11/5/2020,9/29/2021,10/21/2021,AES,2.0,5.7,4.6,24.8,NA,2.6,0.8,
C,I,2020,316,11/5/2020,9/29/2021,10/21/2021,AES,3.1,4.6,8.9,14.2,NA,1.2,1.9,
C,J,2020,316,11/5/2020,9/29/2021,10/21/2021,AES,4.1,4.4,10.3,15.9,NA,5.4,1.5,
C,K,2020,316,11/5/2020,9/29/2021,10/21/2021,AES,4.0,3.3,25.8,11.1,NA,24.2,0.9,
C,L,2020,316,11/5/2020,9/29/2021,10/21/2021,AES,3.9,3.9,11.8,14.6,NA,0.6,1.0,
F,A,2020,318,11/13/2020,10/15/2021,11/29/2021,EP,23.9,7.9,9.0,10.7,NA,1.0,0.2,
F,B,2020,318,11/13/2020,10/15/2021,11/29/2021,EP,14.2,13.7,2.4,2.5,NA,0.2,0.2,
F,C,2020,318,11/13/2020,10/15/2021,11/29/2021,EP,20.0,8.1,19.8,1.5,NA,0.0,0.3,
F,D,2020,318,11/13/2020,10/15/2021,11/29/2021,EP,5.8,4.3,8.3,2.4,NA,0.0,0.2,
F,E,2020,318,11/13/2020,10/15/2021,11/29/2021,EP,47.0,8.6,4.7,5.4,NA,0.5,0.3,
F,F,2020,318,11/13/2020,10/15/2021,11/29/2021,EP,11.4,3.5,11.5,4.2,NA,0.0,0.5,
F,G,2020,318,11/13/2020,10/15/2021,11/29/2021,EP,3.6,0.7,24.5,19.0,NA,0.0,0.1,
F,H,2020,318,11/13/2020,10/15/2021,11/29/2021,EP,10.4,1.5,16.8,12.4,NA,2.0,0.1,
F,I,2020,318,11/13/2020,10/15/2021,11/29/2021,EP,3.0,5.4,18.2,7.6,NA,0.0,0.3,
F,J,2020,318,11/13/2020,10/15/2021,11/29/2021,EP,3.1,4.5,21.0,3.7,NA,0.0,0.1,
F,K,2020,318,11/13/2020,10/15/2021,11/29/2021,EP,9.1,4.0,20.1,1.1,NA,0.0,0.4,
F,L,2020,318,11/13/2020,10/15/2021,11/29/2021,EP,3.3,2.5,23.9,0.9,NA,0.0,0.2,
S,A,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,1.2,3.4,20.2,0.9,NA,0.0,0.3,
S,B,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,4.7,6.2,8.9,1.6,NA,0.1,0.5,
S,C,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,3.0,4.3,10.3,3.7,NA,0.0,0.2,
S,D,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,0.4,5.2,21.1,14.2,NA,0.1,0.2,
S,E,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,1.7,10.4,25.0,3.7,NA,0.0,0.2,
S,F,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,1.6,3.9,14.6,1.1,NA,0.1,0.3,
S,G,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,2.5,5.1,21.9,1.5,NA,0.0,0.2,
S,H,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,0.8,2.5,23.2,1.1,NA,0.0,0.1,
S,I,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,3.7,0.8,15.7,0.6,NA,0.0,0.1,
S,J,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,1.1,1.2,8.5,1.0,NA,0.0,0.3,
S,K,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,3.5,2.9,13.4,0.5,NA,0.1,0.2,
S,L,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,12.6,1.0,11.4,1.9,NA,0.1,0.1,
C,A,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,0.4,0.4,2.2,20.8,NA,129.5,0.1,
C,B,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,1.3,0.1,10.6,9.2,NA,0.0,0.1,
C,C,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,1.5,0.2,3.1,7.8,NA,0.9,0.0,
C,D,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,0.7,0.0,7.8,5.8,NA,0.6,0.1,
C,E,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,0.0,0.0,1.6,31.8,NA,0.0,0.0,
C,F,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,0.0,0.3,5.6,29.0,NA,0.4,0.3,
C,G,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,0.0,2.0,2.2,5.8,NA,0.7,0.3,
C,H,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,0.5,1.3,1.0,20.7,NA,0.0,0.1,
C,I,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,0.0,0.5,2.7,10.1,NA,0.3,0.0,
C,J,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,4.6,0.6,4.1,10.9,NA,1.0,0.6,
C,K,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,0.1,0.0,5.2,4.7,NA,0.0,0.1,
C,L,2020,318,11/13/2020,10/14/2021,11/29/2021,EP,5.3,0.1,18.3,15.5,NA,0.0,0.0,
F,A,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,13.3,3.1,10.2,7.4,NA,1.2,8.3,
F,B,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,17.9,5.9,7.4,3.5,NA,1.5,8.1,
F,C,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,10.1,3.9,9.4,9.9,NA,8.1,7.9,
F,D,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,9.5,3.9,15.7,6.3,NA,1.1,9.3,
F,E,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,12.6,2.7,15.0,8.6,NA,0.1,7.1,
F,F,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,5.7,3.0,9.3,4.5,NA,0.2,8.2,
F,G,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,4.5,5.0,23.6,10.4,NA,1.7,11.8,
F,H,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,7.1,3.5,15.5,10.4,NA,0.0,8.3,
F,I,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,4.3,6.2,17.4,7.7,NA,0.2,9.4,
F,J,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,4.7,3.4,21.5,7.6,NA,0.0,9.0,
F,K,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,9.6,2.6,15.3,9.2,NA,38.0,8.2,
F,L,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,4.7,2.7,15.2,2.6,NA,0.9,8.2,
C,A,2020,347,12/19/2020,2/14/2023,2/26/2023,AES,1.2,0.8,6.4,20.1,NA,1.1,5.6,
C,B,2020,347,12/19/2020,2/14/2023,2/26/2023,AES,1.2,0.3,10.0,24.8,NA,0.3,4.2,
C,C,2020,347,12/19/2020,2/14/2023,2/26/2023,AES,0.7,1.4,9.4,26.3,NA,7.7,3.9,
C,D,2020,347,12/19/2020,2/14/2023,2/26/2023,AES,0.9,0.9,10.8,32.0,NA,2.9,2.6,
C,E,2020,347,12/19/2020,2/14/2023,2/26/2023,AES,0.2,0.6,5.7,36.9,NA,0.5,4.2,
C,F,2020,347,12/19/2020,2/14/2023,2/26/2023,AES,0.9,0.0,4.4,36.8,NA,3.4,5.6,
C,G,2020,347,12/19/2020,2/14/2023,2/26/2023,AES,0.1,0.4,1.4,22.6,NA,1.1,2.4,
C,H,2020,347,12/19/2020,2/14/2023,2/26/2023,AES,0.1,0.2,2.1,24.6,NA,0.2,2.4,
C,I,2020,347,12/19/2020,2/14/2023,2/26/2023,AES,0.0,0.0,2.5,24.6,NA,1.3,2.3,
C,J,2020,347,12/19/2020,2/14/2023,2/26/2023,AES,0.8,0.6,2.7,23.4,NA,3.4,3.0,
C,K,2020,347,12/19/2020,2/14/2023,2/26/2023,AES,0.5,0.1,7.1,20.6,NA,0.1,2.1,
C,L,2020,347,12/19/2020,2/14/2023,2/26/2023,AES,1.6,0.8,7.2,21.8,NA,0.0,3.6,
S,A,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,4.1,4.0,12.5,6.6,NA,0.1,7.2,
S,B,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,6.6,3.8,17.1,6.8,NA,0.0,7.0,
S,C,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,3.0,4.4,11.1,8.6,NA,0.0,7.0,
S,D,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,2.1,1.8,15.5,13.5,NA,0.0,5.7,
S,E,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,2.5,2.7,12.9,10.7,NA,0.2,6.6,
S,F,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,2.6,2.9,14.4,9.9,NA,0.0,6.9,
S,G,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,2.0,3.0,13.8,6.9,NA,0.5,6.9,
S,H,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,2.0,1.9,14.3,9.2,NA,0.0,5.1,
S,I,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,2.2,1.9,14.4,5.4,NA,0.3,6.7,
S,J,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,2.2,3.2,14.2,7.8,NA,0.1,6.4,
S,K,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,5.8,2.2,17.8,7.1,NA,0.3,6.8,
S,L,2020,347,12/19/2020,2/7/2023,2/26/2023,AES,5.5,1.9,15.0,2.8,NA,0.7,6.8,
C,A,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.0,0.0,2.0,12.4,NA,0.4,6.1,
C,B,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.0,0.0,2.8,10.3,NA,0.0,4.6,
C,C,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.0,0.0,2.3,6.3,NA,3.3,5.0,
C,D,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.1,0.0,1.5,7.7,NA,0.2,5.6,
C,E,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.0,0.2,2.2,11.5,NA,5.5,4.4,
C,F,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.0,0.0,1.4,13.1,NA,4.0,4.7,
C,G,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.0,0.0,0.1,2.1,NA,0.3,3.1,
C,H,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.0,0.0,0.1,6.2,NA,0.0,4.0,
C,I,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.0,0.0,0.3,4.8,NA,2.8,3.8,
C,J,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.1,0.0,0.3,5.4,NA,0.0,4.5,
C,K,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.0,0.0,3.1,8.0,NA,0.0,5.0,
C,L,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.0,0.0,2.7,6.8,NA,0.0,5.3,
S,A,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.2,0.3,0.9,2.3,NA,0.2,7.5,
S,B,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.1,0.0,1.4,4.0,NA,2.5,10.8,
S,C,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.0,0.5,1.8,1.7,NA,1.3,8.1,
S,D,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,NA,NA,NA,NA,NA,NA,NA,Trap tipped
S,E,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.2,0.2,1.0,2.7,NA,0.3,7.4,
S,F,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.0,0.2,2.0,2.6,NA,1.4,8.0,
S,G,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.0,0.0,2.3,3.0,NA,1.4,8.7,
S,H,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.0,0.3,3.4,3.5,NA,0.1,7.5,
S,I,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.1,0.3,1.2,0.7,NA,0.3,7.3,
S,J,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.0,0.4,3.2,1.3,NA,0.0,8.4,
S,K,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.1,0.8,2.6,2.4,NA,0.0,8.4,
S,L,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.0,0.2,1.9,1.4,NA,0.0,8.0,
F,A,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.1,0.3,2.1,4.1,NA,0.0,9.6,
F,B,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.0,0.4,1.5,2.9,NA,0.0,10.8,
F,C,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.1,0.0,2.0,3.0,NA,4.1,10.2,
F,D,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,NA,NA,NA,NA,NA,NA,NA,trap tipped
F,E,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.3,0.4,2.5,2.8,NA,3.1,9.3,
F,F,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.1,0.1,1.2,1.5,NA,0.7,9.2,
F,G,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.0,0.0,5.1,6.5,NA,0.3,9.4,
F,H,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.3,0.0,3.2,4.8,NA,0.3,10.2,
F,I,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.2,0.0,2.7,2.8,NA,0.0,7.7,
